,model,task,log_probs,example
458,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.15280283987522125,8
459,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.06450048834085464,9
460,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.26511067152023315,10
461,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.33808186650276184,11
462,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.2518881857395172,12
463,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.23928329348564148,13
464,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.2990224361419678,14
465,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.23160792887210846,15
466,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.11969063431024551,16
467,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.322019100189209,17
468,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.20178797841072083,18
469,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.1012992337346077,19
470,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.23610329627990723,20
471,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.2272489070892334,21
472,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.17974580824375153,22
473,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.13643333315849304,23
474,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.2991498112678528,24
475,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.19602707028388977,25
476,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.10972648859024048,26
477,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.14638426899909973,27
478,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.3333621919155121,28
479,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.12110202759504318,29
480,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.22655625641345978,30
481,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.18763767182826996,31
482,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.10337169468402863,32
483,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.25919172167778015,33
484,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.41301167011260986,34
485,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.22719603776931763,35
486,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.26252952218055725,36
487,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.33761611580848694,37
488,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.2987046241760254,38
489,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.06628811359405518,39
490,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.4097800850868225,40
491,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.22663891315460205,41
492,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.15130621194839478,42
493,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.37037423253059387,43
494,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.13473032414913177,44
495,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.12236107140779495,45
496,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.2842748463153839,46
497,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.20085951685905457,47
498,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.1610693335533142,48
499,slm_wo_enforce_constraint_in_fwd,replace_pitches,-0.2683040499687195,49
500,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.16109810769557953,0
501,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.1302991658449173,1
502,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.3204399645328522,2
503,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.3995417058467865,3
504,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.29003384709358215,4
505,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.28421851992607117,5
506,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.08217301219701767,6
507,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.19984041154384613,7
508,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.08020634204149246,8
509,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.045975200831890106,9
510,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.25207775831222534,10
511,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.28562846779823303,11
512,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.3382331132888794,12
513,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.14117297530174255,13
514,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.25120559334754944,14
515,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.20052896440029144,15
516,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.09644997864961624,16
517,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.3024057447910309,17
518,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.12062165886163712,18
519,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.05554470792412758,19
520,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.2039419412612915,20
521,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.202919602394104,21
522,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.18339981138706207,22
523,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.09128523617982864,23
524,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.31417596340179443,24
525,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.16741402447223663,25
526,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.07289019972085953,26
527,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.10661924630403519,27
528,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.5056008100509644,28
529,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.09352853149175644,29
530,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.2411145120859146,30
531,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.16942496597766876,31
532,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.05838140472769737,32
533,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.27453669905662537,33
534,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.45844948291778564,34
535,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.2456129640340805,35
536,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.15130260586738586,36
537,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.31985533237457275,37
538,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.23936502635478973,38
539,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.05323787033557892,39
540,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.5342785120010376,40
541,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.1526646912097931,41
542,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.1027788296341896,42
543,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.3086949586868286,43
544,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.12202976644039154,44
545,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.07381992787122726,45
546,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.26201683282852173,46
547,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.14551076292991638,47
548,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.1226935088634491,48
549,slm_wo_enforce_constraint_in_fwd,replace_pitches_given_pitch_set,-0.2625587582588196,49
550,slm_wo_enforce_constraint_in_fwd,unconditional,-8.172022819519043,0
551,slm_wo_enforce_constraint_in_fwd,unconditional,-8.06615924835205,1
552,slm_wo_enforce_constraint_in_fwd,unconditional,-8.251446723937988,2
553,slm_wo_enforce_constraint_in_fwd,unconditional,-7.498605251312256,3
554,slm_wo_enforce_constraint_in_fwd,unconditional,-8.12253189086914,4
555,slm_wo_enforce_constraint_in_fwd,unconditional,-6.94542121887207,5
556,slm_wo_enforce_constraint_in_fwd,unconditional,-8.984146118164062,6
557,slm_wo_enforce_constraint_in_fwd,unconditional,-8.412574768066406,7
558,slm_wo_enforce_constraint_in_fwd,unconditional,-8.76209831237793,8
559,slm_wo_enforce_constraint_in_fwd,unconditional,-9.320195198059082,9
560,slm_wo_enforce_constraint_in_fwd,unconditional,-7.131229877471924,10
561,slm_wo_enforce_constraint_in_fwd,unconditional,-6.414463043212891,11
562,slm_wo_enforce_constraint_in_fwd,unconditional,-6.7655792236328125,12
563,slm_wo_enforce_constraint_in_fwd,unconditional,-8.381383895874023,13
564,slm_wo_enforce_constraint_in_fwd,unconditional,-7.3269243240356445,14
565,slm_wo_enforce_constraint_in_fwd,unconditional,-7.613253116607666,15
566,slm_wo_enforce_constraint_in_fwd,unconditional,-8.487271308898926,16
567,slm_wo_enforce_constraint_in_fwd,unconditional,-7.061977386474609,17
568,slm_wo_enforce_constraint_in_fwd,unconditional,-8.092859268188477,18
569,slm_wo_enforce_constraint_in_fwd,unconditional,-8.895219802856445,19
570,slm_wo_enforce_constraint_in_fwd,unconditional,-8.975929260253906,20
571,slm_wo_enforce_constraint_in_fwd,unconditional,-8.32455062866211,21
572,slm_wo_enforce_constraint_in_fwd,unconditional,-8.179627418518066,22
573,slm_wo_enforce_constraint_in_fwd,unconditional,-8.93826961517334,23
574,slm_wo_enforce_constraint_in_fwd,unconditional,-7.840007305145264,24
575,slm_wo_enforce_constraint_in_fwd,unconditional,-8.301187515258789,25
576,slm_wo_enforce_constraint_in_fwd,unconditional,-8.95742416381836,26
577,slm_wo_enforce_constraint_in_fwd,unconditional,-8.825498580932617,27
578,slm_wo_enforce_constraint_in_fwd,unconditional,-7.585147857666016,28
579,slm_wo_enforce_constraint_in_fwd,unconditional,-9.117925643920898,29
580,slm_wo_enforce_constraint_in_fwd,unconditional,-8.536944389343262,30
581,slm_wo_enforce_constraint_in_fwd,unconditional,-8.288865089416504,31
582,slm_wo_enforce_constraint_in_fwd,unconditional,-9.103005409240723,32
583,slm_wo_enforce_constraint_in_fwd,unconditional,-8.040790557861328,33
584,slm_wo_enforce_constraint_in_fwd,unconditional,-5.100345134735107,34
585,slm_wo_enforce_constraint_in_fwd,unconditional,-7.779348373413086,35
586,slm_wo_enforce_constraint_in_fwd,unconditional,-8.067618370056152,36
587,slm_wo_enforce_constraint_in_fwd,unconditional,-8.962446212768555,37
588,slm_wo_enforce_constraint_in_fwd,unconditional,-7.538798809051514,38
589,slm_wo_enforce_constraint_in_fwd,unconditional,-9.29987907409668,39
590,slm_wo_enforce_constraint_in_fwd,unconditional,-6.932380676269531,40
591,slm_wo_enforce_constraint_in_fwd,unconditional,-7.350017070770264,41
592,slm_wo_enforce_constraint_in_fwd,unconditional,-8.856249809265137,42
593,slm_wo_enforce_constraint_in_fwd,unconditional,-6.761082649230957,43
594,slm_wo_enforce_constraint_in_fwd,unconditional,-8.770157814025879,44
595,slm_wo_enforce_constraint_in_fwd,unconditional,-8.994060516357422,45
596,slm_wo_enforce_constraint_in_fwd,unconditional,-7.214735984802246,46
597,slm_wo_enforce_constraint_in_fwd,unconditional,-7.548449993133545,47
598,slm_wo_enforce_constraint_in_fwd,unconditional,-8.682337760925293,48
599,slm_wo_enforce_constraint_in_fwd,unconditional,-8.25644588470459,49
600,slm_not_norm_first,replace_bass_notes,-0.4398321509361267,0
601,slm_not_norm_first,replace_bass_notes,0.0,1
602,slm_not_norm_first,replace_bass_notes,-0.20387078821659088,2
603,slm_not_norm_first,replace_bass_notes,-0.1517280489206314,3
604,slm_not_norm_first,replace_bass_notes,-0.20874632894992828,4
605,slm_not_norm_first,replace_bass_notes,-0.12343113124370575,5
606,slm_not_norm_first,replace_bass_notes,0.0,6
607,slm_not_norm_first,replace_bass_notes,-0.09999293833971024,7
608,slm_not_norm_first,replace_bass_notes,0.0,8
609,slm_not_norm_first,replace_bass_notes,-0.041601162403821945,9
610,slm_not_norm_first,replace_bass_notes,-0.16326665878295898,10
611,slm_not_norm_first,replace_bass_notes,-0.35203471779823303,11
612,slm_not_norm_first,replace_bass_notes,-0.15828241407871246,12
613,slm_not_norm_first,replace_bass_notes,-0.24885113537311554,13
614,slm_not_norm_first,replace_bass_notes,-0.49146366119384766,14
615,slm_not_norm_first,replace_bass_notes,-0.201150044798851,15
616,slm_not_norm_first,replace_bass_notes,0.0,16
617,slm_not_norm_first,replace_bass_notes,-0.1485861986875534,17
618,slm_not_norm_first,replace_bass_notes,-0.018987659364938736,18
619,slm_not_norm_first,replace_bass_notes,-0.060890231281518936,19
620,slm_not_norm_first,replace_bass_notes,0.0,20
621,slm_not_norm_first,replace_bass_notes,-0.0680006816983223,21
622,slm_not_norm_first,replace_bass_notes,-0.0807458907365799,22
623,slm_not_norm_first,replace_bass_notes,-0.0196637324988842,23
624,slm_not_norm_first,replace_bass_notes,-0.11563713103532791,24
625,slm_not_norm_first,replace_bass_notes,-0.18369802832603455,25
626,slm_not_norm_first,replace_bass_notes,-0.030649006366729736,26
627,slm_not_norm_first,replace_bass_notes,0.0,27
628,slm_not_norm_first,replace_bass_notes,-0.08746470510959625,28
629,slm_not_norm_first,replace_bass_notes,-0.045922111719846725,29
630,slm_not_norm_first,replace_bass_notes,0.0,30
631,slm_not_norm_first,replace_bass_notes,0.0,31
632,slm_not_norm_first,replace_bass_notes,-0.02968560717999935,32
633,slm_not_norm_first,replace_bass_notes,-0.1409771740436554,33
634,slm_not_norm_first,replace_bass_notes,-0.14556445181369781,34
635,slm_not_norm_first,replace_bass_notes,0.0,35
636,slm_not_norm_first,replace_bass_notes,-0.014856166206300259,36
637,slm_not_norm_first,replace_bass_notes,-0.1561681628227234,37
638,slm_not_norm_first,replace_bass_notes,-0.1597573310136795,38
639,slm_not_norm_first,replace_bass_notes,0.0,39
640,slm_not_norm_first,replace_bass_notes,-0.12871259450912476,40
641,slm_not_norm_first,replace_bass_notes,0.0,41
642,slm_not_norm_first,replace_bass_notes,-0.0484856516122818,42
643,slm_not_norm_first,replace_bass_notes,-0.13022591173648834,43
644,slm_not_norm_first,replace_bass_notes,-0.20284739136695862,44
645,slm_not_norm_first,replace_bass_notes,0.0,45
646,slm_not_norm_first,replace_bass_notes,-0.08821385353803635,46
647,slm_not_norm_first,replace_bass_notes,-0.09433518350124359,47
648,slm_not_norm_first,replace_bass_notes,0.0,48
649,slm_not_norm_first,replace_bass_notes,-0.17008906602859497,49
650,slm_not_norm_first,replace_pitches,-0.18334677815437317,0
651,slm_not_norm_first,replace_pitches,-0.19861069321632385,1
652,slm_not_norm_first,replace_pitches,-0.3093179166316986,2
653,slm_not_norm_first,replace_pitches,-0.39023053646087646,3
654,slm_not_norm_first,replace_pitches,-0.31682541966438293,4
655,slm_not_norm_first,replace_pitches,-0.2850213944911957,5
656,slm_not_norm_first,replace_pitches,-0.08143939822912216,6
657,slm_not_norm_first,replace_pitches,-0.21341480314731598,7
658,slm_not_norm_first,replace_pitches,-0.09242789447307587,8
659,slm_not_norm_first,replace_pitches,-0.07098688930273056,9
660,slm_not_norm_first,replace_pitches,-0.32528936862945557,10
661,slm_not_norm_first,replace_pitches,-0.38367128372192383,11
662,slm_not_norm_first,replace_pitches,-0.46315643191337585,12
663,slm_not_norm_first,replace_pitches,-0.15541569888591766,13
664,slm_not_norm_first,replace_pitches,-0.30716222524642944,14
665,slm_not_norm_first,replace_pitches,-0.25558146834373474,15
666,slm_not_norm_first,replace_pitches,-0.13313467800617218,16
667,slm_not_norm_first,replace_pitches,-0.32412898540496826,17
668,slm_not_norm_first,replace_pitches,-0.23575064539909363,18
669,slm_not_norm_first,replace_pitches,-0.07697214186191559,19
670,slm_not_norm_first,replace_pitches,-0.2378062605857849,20
671,slm_not_norm_first,replace_pitches,-0.21751032769680023,21
672,slm_not_norm_first,replace_pitches,-0.31859084963798523,22
673,slm_not_norm_first,replace_pitches,-0.11456286907196045,23
674,slm_not_norm_first,replace_pitches,-0.27807384729385376,24
675,slm_not_norm_first,replace_pitches,-0.1838781088590622,25
676,slm_not_norm_first,replace_pitches,-0.11341744661331177,26
677,slm_not_norm_first,replace_pitches,-0.10072220861911774,27
678,slm_not_norm_first,replace_pitches,-0.35190948843955994,28
679,slm_not_norm_first,replace_pitches,-0.09698810428380966,29
680,slm_not_norm_first,replace_pitches,-0.2565646171569824,30
681,slm_not_norm_first,replace_pitches,-0.2041270136833191,31
682,slm_not_norm_first,replace_pitches,-0.1578138917684555,32
683,slm_not_norm_first,replace_pitches,-0.22025851905345917,33
684,slm_not_norm_first,replace_pitches,-0.4102771580219269,34
685,slm_not_norm_first,replace_pitches,-0.26459378004074097,35
686,slm_not_norm_first,replace_pitches,-0.24817650020122528,36
687,slm_not_norm_first,replace_pitches,-0.33576300740242004,37
688,slm_not_norm_first,replace_pitches,-0.322017639875412,38
689,slm_not_norm_first,replace_pitches,-0.07368108630180359,39
690,slm_not_norm_first,replace_pitches,-0.5013830065727234,40
691,slm_not_norm_first,replace_pitches,-0.23345467448234558,41
692,slm_not_norm_first,replace_pitches,-0.1758841723203659,42
693,slm_not_norm_first,replace_pitches,-0.360275000333786,43
694,slm_not_norm_first,replace_pitches,-0.16117435693740845,44
695,slm_not_norm_first,replace_pitches,-0.12529049813747406,45
696,slm_not_norm_first,replace_pitches,-0.22895129024982452,46
697,slm_not_norm_first,replace_pitches,-0.2818413972854614,47
698,slm_not_norm_first,replace_pitches,-0.16172084212303162,48
699,slm_not_norm_first,replace_pitches,-0.19659924507141113,49
700,slm_not_norm_first,replace_pitches_given_pitch_set,-0.19829735159873962,0
701,slm_not_norm_first,replace_pitches_given_pitch_set,-0.16627644002437592,1
702,slm_not_norm_first,replace_pitches_given_pitch_set,-0.33468908071517944,2
703,slm_not_norm_first,replace_pitches_given_pitch_set,-0.3777225613594055,3
704,slm_not_norm_first,replace_pitches_given_pitch_set,-0.2777635455131531,4
705,slm_not_norm_first,replace_pitches_given_pitch_set,-0.37311258912086487,5
706,slm_not_norm_first,replace_pitches_given_pitch_set,-0.09025576710700989,6
707,slm_not_norm_first,replace_pitches_given_pitch_set,-0.24121913313865662,7
708,slm_not_norm_first,replace_pitches_given_pitch_set,-0.0705660954117775,8
709,slm_not_norm_first,replace_pitches_given_pitch_set,-0.055826082825660706,9
710,slm_not_norm_first,replace_pitches_given_pitch_set,-0.3336828649044037,10
711,slm_not_norm_first,replace_pitches_given_pitch_set,-0.3056691884994507,11
712,slm_not_norm_first,replace_pitches_given_pitch_set,-0.45755958557128906,12
713,slm_not_norm_first,replace_pitches_given_pitch_set,-0.17196029424667358,13
714,slm_not_norm_first,replace_pitches_given_pitch_set,-0.2661883234977722,14
715,slm_not_norm_first,replace_pitches_given_pitch_set,-0.17068582773208618,15
716,slm_not_norm_first,replace_pitches_given_pitch_set,-0.1392189860343933,16
717,slm_not_norm_first,replace_pitches_given_pitch_set,-0.26496633887290955,17
718,slm_not_norm_first,replace_pitches_given_pitch_set,-0.14169517159461975,18
719,slm_not_norm_first,replace_pitches_given_pitch_set,-0.04702826216816902,19
720,slm_not_norm_first,replace_pitches_given_pitch_set,-0.31010156869888306,20
721,slm_not_norm_first,replace_pitches_given_pitch_set,-0.27290889620780945,21
722,slm_not_norm_first,replace_pitches_given_pitch_set,-0.1771431714296341,22
723,slm_not_norm_first,replace_pitches_given_pitch_set,-0.125550776720047,23
724,slm_not_norm_first,replace_pitches_given_pitch_set,-0.274784117937088,24
725,slm_not_norm_first,replace_pitches_given_pitch_set,-0.1309446543455124,25
726,slm_not_norm_first,replace_pitches_given_pitch_set,-0.08080290257930756,26
727,slm_not_norm_first,replace_pitches_given_pitch_set,-0.19029834866523743,27
728,slm_not_norm_first,replace_pitches_given_pitch_set,-0.39571037888526917,28
729,slm_not_norm_first,replace_pitches_given_pitch_set,-0.1103537306189537,29
730,slm_not_norm_first,replace_pitches_given_pitch_set,-0.28413689136505127,30
731,slm_not_norm_first,replace_pitches_given_pitch_set,-0.17746716737747192,31
732,slm_not_norm_first,replace_pitches_given_pitch_set,-0.07845787703990936,32
733,slm_not_norm_first,replace_pitches_given_pitch_set,-0.22393812239170074,33
734,slm_not_norm_first,replace_pitches_given_pitch_set,-0.40791305899620056,34
735,slm_not_norm_first,replace_pitches_given_pitch_set,-0.28639501333236694,35
736,slm_not_norm_first,replace_pitches_given_pitch_set,-0.15725143253803253,36
737,slm_not_norm_first,replace_pitches_given_pitch_set,-0.2562128007411957,37
738,slm_not_norm_first,replace_pitches_given_pitch_set,-0.23688937723636627,38
739,slm_not_norm_first,replace_pitches_given_pitch_set,-0.06574978679418564,39
740,slm_not_norm_first,replace_pitches_given_pitch_set,-0.590211033821106,40
741,slm_not_norm_first,replace_pitches_given_pitch_set,-0.21415027976036072,41
742,slm_not_norm_first,replace_pitches_given_pitch_set,-0.11175306141376495,42
743,slm_not_norm_first,replace_pitches_given_pitch_set,-0.4046933650970459,43
744,slm_not_norm_first,replace_pitches_given_pitch_set,-0.13621677458286285,44
745,slm_not_norm_first,replace_pitches_given_pitch_set,-0.08055076003074646,45
746,slm_not_norm_first,replace_pitches_given_pitch_set,-0.2317751944065094,46
747,slm_not_norm_first,replace_pitches_given_pitch_set,-0.15343503654003143,47
748,slm_not_norm_first,replace_pitches_given_pitch_set,-0.1690337210893631,48
749,slm_not_norm_first,replace_pitches_given_pitch_set,-0.31083378195762634,49
750,slm_not_norm_first,unconditional,-9.280436515808105,0
751,slm_not_norm_first,unconditional,-8.883578300476074,1
752,slm_not_norm_first,unconditional,-8.991722106933594,2
753,slm_not_norm_first,unconditional,-8.844473838806152,3
754,slm_not_norm_first,unconditional,-8.877622604370117,4
755,slm_not_norm_first,unconditional,-9.07933235168457,5
756,slm_not_norm_first,unconditional,-10.156606674194336,6
757,slm_not_norm_first,unconditional,-9.500898361206055,7
758,slm_not_norm_first,unconditional,-9.933857917785645,8
759,slm_not_norm_first,unconditional,-10.477765083312988,9
760,slm_not_norm_first,unconditional,-8.27149772644043,10
761,slm_not_norm_first,unconditional,-7.5002946853637695,11
762,slm_not_norm_first,unconditional,-9.738666534423828,12
763,slm_not_norm_first,unconditional,-9.80079460144043,13
764,slm_not_norm_first,unconditional,-8.969117164611816,14
765,slm_not_norm_first,unconditional,-9.19025993347168,15
766,slm_not_norm_first,unconditional,-9.457503318786621,16
767,slm_not_norm_first,unconditional,-7.716737747192383,17
768,slm_not_norm_first,unconditional,-9.754446029663086,18
769,slm_not_norm_first,unconditional,-10.38737678527832,19
770,slm_not_norm_first,unconditional,-9.95444107055664,20
771,slm_not_norm_first,unconditional,-9.71219539642334,21
772,slm_not_norm_first,unconditional,-9.250866889953613,22
773,slm_not_norm_first,unconditional,-10.125059127807617,23
774,slm_not_norm_first,unconditional,-9.047760009765625,24
775,slm_not_norm_first,unconditional,-9.867416381835938,25
776,slm_not_norm_first,unconditional,-10.489274024963379,26
777,slm_not_norm_first,unconditional,-9.959766387939453,27
778,slm_not_norm_first,unconditional,-10.5882568359375,28
779,slm_not_norm_first,unconditional,-10.597143173217773,29
780,slm_not_norm_first,unconditional,-10.1326322555542,30
781,slm_not_norm_first,unconditional,-8.789360046386719,31
782,slm_not_norm_first,unconditional,-10.109562873840332,32
783,slm_not_norm_first,unconditional,-10.543753623962402,33
784,slm_not_norm_first,unconditional,-6.347691535949707,34
785,slm_not_norm_first,unconditional,-8.667600631713867,35
786,slm_not_norm_first,unconditional,-9.766039848327637,36
787,slm_not_norm_first,unconditional,-9.200345993041992,37
788,slm_not_norm_first,unconditional,-9.125839233398438,38
789,slm_not_norm_first,unconditional,-10.577085494995117,39
790,slm_not_norm_first,unconditional,-7.2732367515563965,40
791,slm_not_norm_first,unconditional,-8.792274475097656,41
792,slm_not_norm_first,unconditional,-10.517633438110352,42
793,slm_not_norm_first,unconditional,-8.684059143066406,43
794,slm_not_norm_first,unconditional,-9.879207611083984,44
795,slm_not_norm_first,unconditional,-10.409655570983887,45
796,slm_not_norm_first,unconditional,-8.493291854858398,46
797,slm_not_norm_first,unconditional,-9.615520477294922,47
798,slm_not_norm_first,unconditional,-9.42822265625,48
799,slm_not_norm_first,unconditional,-9.256036758422852,49
